40000
6.5 , 0, 17264
1 , 0, 28542
4.25 , 0, 20889
5.5 , 0, 7538
0.25 , 0, 29399
10.75 , 0, 21145
2452.25 , 0, 0
8.5 , 1, 23524
2432.5 , 1, 1
5 , 2, 7447
1.75 , 2, 23710
2430.75 , 2, 2
4.75 , 3, 8542
11 , 3, 16302
0.75 , 3, 5877
1.75 , 3, 19815
10.25 , 3, 631
6.75 , 3, 30192
2.75 , 3, 20702
1.75 , 3, 26278
1 , 3, 14337
2464.75 , 3, 3
11.25 , 4, 3772
0.25 , 4, 92
9 , 4, 22308
2.75 , 4, 7184
1.75 , 4, 4531
2449 , 4, 4
12 , 5, 12074
2.5 , 5, 25472
2438.5 , 5, 5
11.75 , 6, 27944
2.25 , 6, 11917
3.25 , 6, 28602
4.5 , 6, 16041
2445.75 , 6, 6
12 , 7, 27333
2 , 7, 15764
1.25 , 7, 17858
0.25 , 7, 30732
0.5 , 7, 7154
9.25 , 7, 28932
7.5 , 7, 3389
10.75 , 7, 32458
11 , 7, 29038
3.5 , 7, 7078
11 , 7, 6704
10.5 , 7, 21681
2503.5 , 7, 7
1 , 8, 7295
9 , 8, 32486
4.75 , 8, 20061
2.75 , 8, 17020
4 , 8, 19654
4.5 , 8, 28788
11.75 , 8, 7653
4.5 , 8, 22126
2466.25 , 8, 8
1.5 , 9, 17288
10.5 , 9, 1216
2436 , 9, 9
6.75 , 10, 20946
8.5 , 10, 15049
7.75 , 10, 24111
5.5 , 10, 28035
11 , 10, 23181
10.25 , 10, 7256
2 , 10, 12490
10.5 , 10, 26679
3 , 10, 12904
10.25 , 10, 8422
2499.5 , 10, 10
5.25 , 11, 12424
3.25 , 11, 15514
10.25 , 11, 20502
12.25 , 11, 28101
8.25 , 11, 28225
11.5 , 11, 19247
7.75 , 11, 10542
3.5 , 11, 15944
11.75 , 11, 24813
6.5 , 11, 11197
10.5 , 11, 17580
2514.75 , 11, 11
6.25 , 12, 2633
9.5 , 12, 16426
6.75 , 12, 23502
2446.5 , 12, 12
0.5 , 13, 23919
3.75 , 13, 15524
3.75 , 13, 28347
7.75 , 13, 32048
10.25 , 13, 5308
2.75 , 13, 23928
1.25 , 13, 22267
9 , 13, 23110
11.75 , 13, 28087
10 , 13, 24359
2484.75 , 13, 13
2 , 14, 17685
0.75 , 14, 12750
1.25 , 14, 28950
11.25 , 14, 11234
1.25 , 14, 27427
1.75 , 14, 31161
5.25 , 14, 26356
0.25 , 14, 13923
2.75 , 14, 28338
12 , 14, 2282
2.5 , 14, 2648
2465 , 14, 14
9 , 15, 9944
9.5 , 15, 30303
2 , 15, 24570
2444.5 , 15, 15
11.25 , 16, 11674
10.5 , 16, 5988
4 , 16, 19039
11.75 , 16, 19893
3.25 , 16, 743
3.75 , 16, 8348
10.5 , 16, 17655
9.25 , 16, 25499
2488.25 , 16, 16
3 , 17, 13504
2427 , 17, 17
5.25 , 18, 13835
10.5 , 18, 4869
11 , 18, 14945
3.5 , 18, 20091
2.75 , 18, 21167
11.75 , 18, 17525
2 , 18, 1646
8.75 , 18, 29888
2479.5 , 18, 18
3.5 , 19, 30074
8.25 , 19, 11468
8 , 19, 31838
1.75 , 19, 28173
6.25 , 19, 28114
2451.75 , 19, 19
4.75 , 20, 5025
2.25 , 20, 1410
10 , 20, 31539
2.5 , 20, 30737
11.5 , 20, 13599
11 , 20, 17502
1.25 , 20, 32727
2467.25 , 20, 20
11.75 , 21, 10758
5.5 , 21, 4741
5.75 , 21, 26922
7.75 , 21, 31474
6 , 21, 12146
1.75 , 21, 4774
9 , 21, 22097
1.25 , 21, 20305
7.5 , 21, 22155
4 , 21, 29289
11.75 , 21, 5365
0.75 , 21, 23573
2496.75 , 21, 21
7.75 , 22, 27772
11.25 , 22, 1354
10.75 , 22, 6505
0.25 , 22, 25907
2.25 , 22, 27108
8.25 , 22, 17879
2464.5 , 22, 22
11.5 , 23, 22454
8.25 , 23, 19446
2443.75 , 23, 23
4.75 , 24, 28499
4.25 , 24, 13875
5.5 , 24, 10263
2438.5 , 24, 24
10.75 , 25, 6009
10.5 , 25, 4560
7 , 25, 4247
3.5 , 25, 31613
12.25 , 25, 19757
2.25 , 25, 30549
2470.25 , 25, 25
10.5 , 26, 18380
7.25 , 26, 24587
2441.75 , 26, 26
0.5 , 27, 6489
6 , 27, 17233
2430.5 , 27, 27
5 , 28, 22450
12 , 28, 21915
4.75 , 28, 18324
11.75 , 28, 21285
2 , 28, 26045
4.25 , 28, 29239
0.75 , 28, 2893
2464.5 , 28, 28
12.25 , 29, 19112
5 , 29, 12658
0.25 , 29, 22177
5.5 , 29, 6212
1.25 , 29, 28835
6 , 29, 21742
11.75 , 29, 29387
11 , 29, 2831
1.5 , 29, 23381
12.25 , 29, 21856
2490.75 , 29, 29
0.75 , 30, 6752
8.75 , 30, 8598
9.25 , 30, 27888
11 , 30, 906
2453.75 , 30, 30
0.25 , 31, 26937
0.75 , 31, 17303
6.75 , 31, 8219
12.25 , 31, 11331
8.25 , 31, 30697
0.5 , 31, 23330
2.5 , 31, 9326
2.75 , 31, 6392
11.75 , 31, 24626
6 , 31, 32030
6.75 , 31, 19193
2482.5 , 31, 31
6 , 32, 24615
2.5 , 32, 4493
10.5 , 32, 25026
4.5 , 32, 17085
2447.5 , 32, 32
12 , 33, 1506
11.75 , 33, 30118
10 , 33, 11549
10.5 , 33, 9521
10.5 , 33, 27730
4.25 , 33, 25821
3.75 , 33, 1935
2486.75 , 33, 33
12 , 34, 21183
1 , 34, 5170
9.75 , 34, 27335
10 , 34, 1614
8.75 , 34, 8004
2.75 , 34, 11600
10.25 , 34, 23210
8.25 , 34, 25570
12.25 , 34, 20115
11.5 , 34, 30479
8.25 , 34, 13317
2518.75 , 34, 34
10.75 , 35, 2216
9.75 , 35, 24819
2.25 , 35, 28903
11.25 , 35, 22278
9.25 , 35, 25427
1.25 , 35, 12189
4.25 , 35, 23267
5.75 , 35, 2322
2478.5 , 35, 35
9.75 , 36, 4454
11.75 , 36, 22847
7 , 36, 1570
11.25 , 36, 18752
2.5 , 36, 23043
2466.25 , 36, 36
7.25 , 37, 13530
10 , 37, 23614
4.5 , 37, 12212
2445.75 , 37, 37
10.5 , 38, 18399
5.5 , 38, 18190
9 , 38, 27451
9.75 , 38, 21763
2458.75 , 38, 38
0.25 , 39, 21343
2.5 , 39, 16934
2.75 , 39, 14755
2.75 , 39, 32699
1.5 , 39, 28546
11 , 39, 29224
1.75 , 39, 15528
3.5 , 39, 24486
3.75 , 39, 25421
9 , 39, 14140
2.5 , 39, 16066
11.5 , 39, 17390
2476.75 , 39, 39
11.75 , 40, 12361
1 , 40, 8242
8.5 , 40, 20010
9.5 , 40, 32163
12.25 , 40, 2307
9 , 40, 5369
4.5 , 40, 15200
12.25 , 40, 21049
2 , 40, 22411
4.25 , 40, 4393
2499 , 40, 40
5.75 , 41, 10150
4.75 , 41, 32263
1.5 , 41, 21494
7 , 41, 28282
10 , 41, 17439
5.25 , 41, 15159
5.75 , 41, 28300
0.75 , 41, 16025
5.5 , 41, 6154
2.75 , 41, 14455
6.25 , 41, 12758
2479.25 , 41, 41
5 , 42, 27287
2429 , 42, 42
7.25 , 43, 1929
3.75 , 43, 22005
1.25 , 43, 16282
0.5 , 43, 24422
3.25 , 43, 17700
0.75 , 43, 10107
12.25 , 43, 32489
10.75 , 43, 6568
7.25 , 43, 30616
2471 , 43, 43
7.75 , 44, 30373
9.5 , 44, 23371
