75000
5 , 0, 13264
0.25 , 0, 11615
11 , 0, 31440
4 , 0, 15677
9 , 0, 25217
8.5 , 0, 19337
2461.75 , 0, 0
1.5 , 1, 9691
2425.5 , 1, 1
11.75 , 2, 6802
10.5 , 2, 17968
2446.25 , 2, 2
6.5 , 3, 18410
4.25 , 3, 27735
6.5 , 3, 22194
6.25 , 3, 25866
2 , 3, 12055
10 , 3, 15501
11 , 3, 14109
3.5 , 3, 15760
1.75 , 3, 26780
2475.75 , 3, 3
4.25 , 4, 22359
3.5 , 4, 2183
8.5 , 4, 12056
7.5 , 4, 25460
6.75 , 4, 24741
2454.5 , 4, 4
7.25 , 5, 13145
10.75 , 5, 12874
2442 , 5, 5
11.75 , 6, 4756
3.25 , 6, 16377
9.25 , 6, 8239
3 , 6, 24996
2451.25 , 6, 6
11 , 7, 14689
1.75 , 7, 20715
8.25 , 7, 27736
7 , 7, 20983
6.25 , 7, 2101
0.25 , 7, 25510
12 , 7, 28249
12.25 , 7, 15080
3.25 , 7, 2271
9 , 7, 3433
7 , 7, 2665
4 , 7, 28528
2506 , 7, 7
8.5 , 8, 23328
5 , 8, 18695
4 , 8, 22262
4.25 , 8, 9820
8.75 , 8, 16687
4 , 8, 26471
9.5 , 8, 4383
10.25 , 8, 4813
2478.25 , 8, 8
5.25 , 9, 31797
1 , 9, 20484
2430.25 , 9, 9
4.25 , 10, 24888
4.25 , 10, 19640
4 , 10, 30929
5.25 , 10, 4462
5 , 10, 28490
1.75 , 10, 2408
12.25 , 10, 19349
5 , 10, 16840
8.25 , 10, 18320
2 , 10, 9208
2476 , 10, 10
6.25 , 11, 32135
3.25 , 11, 12104
2 , 11, 3834
0.25 , 11, 30169
12 , 11, 10401
10.75 , 11, 24763
2.25 , 11, 1966
9.5 , 11, 32594
12.25 , 11, 25682
9 , 11, 26110
10.25 , 11, 25986
2501.75 , 11, 11
12 , 12, 24570
2.25 , 12, 507
10 , 12, 30853
2448.25 , 12, 12
2 , 13, 29316
0.75 , 13, 8000
9.5 , 13, 6515
7 , 13, 27608
12 , 13, 882
0.5 , 13, 17636
9.75 , 13, 25987
6 , 13, 28177
8.25 , 13, 15426
7.5 , 13, 16764
2487.25 , 13, 13
10.25 , 14, 28778
8.25 , 14, 6239
4.5 , 14, 9371
4.5 , 14, 14821
9.25 , 14, 7341
2 , 14, 23225
3 , 14, 635
